Date,Ticker,Close,Volume,High,Low,DailyReturn,LogReturn,CumReturn,^VIX
2018-01-03,AAPL,40.29716110229492,118071600,40.83998007240303,40.23399097485094,-0.0001739624742688184,-0.00017397760749514636,-0.0001739624742688184,9.149999618530273
2018-01-04,AAPL,40.484336853027344,89738400,40.587285516147695,40.262063277732224,0.004644886776447477,0.004634132578361208,0.004470116266182433,9.220000267028809
2018-01-05,AAPL,40.94526290893555,94640000,41.031831750925626,40.48901640769327,0.011385293467484292,0.011320968790264407,0.015906303319191073,9.220000267028809
2018-01-08,AAPL,40.793190002441406,82271200,41.0879946684583,40.69491821029147,-0.003714053731499023,-0.0037209679542316095,0.012133172722495145,9.520000457763672
2018-01-09,AAPL,40.78851318359375,86336000,40.95931247255119,40.57325845377808,-0.00011464704886710031,-0.00011465362134235534,0.012017134641181926,10.079999923706055
2018-01-10,AAPL,40.77913284301758,95839600,40.781474856775525,40.47730939010454,-0.00022997505532873497,-0.00023000150364681837,0.011784395944649084,9.819999694824219
2018-01-11,AAPL,41.010780334472656,74670800,41.05991622716522,40.825943266073914,0.005680539906202098,0.005664466481149623,0.01753187758228525,9.880000114440918
2018-01-12,AAPL,41.43425750732422,101672400,41.49743118615743,41.09733598040432,0.010325996467216658,0.010273047553953968,0.028038908155480158,10.15999984741211
2018-01-16,AAPL,41.223690032958984,118263600,41.97240267540656,41.21199067273534,-0.0050819656736460495,-0.005094922778215265,0.022814449713061347,11.65999984741211
2018-01-17,AAPL,41.90455627441406,137547200,41.9396507884389,40.961645582745746,0.016516382713694933,0.01638147074310441,0.03970764460961962,11.90999984741211
2018-01-18,AAPL,41.941978454589844,124773600,42.13851839305448,41.705667123879905,0.0008930336818440132,0.0008926351645075139,0.040636138555526724,12.220000267028809
2018-01-19,AAPL,41.75481414794922,129700400,42.01686270900164,41.50914183689063,-0.00446245774608045,-0.00447244423123474,0.03599234375817839,11.270000457763672
2018-01-22,AAPL,41.41321563720703,108434400,41.59571426796285,41.319627877384015,-0.008181056908355688,-0.008214705400240436,0.027516831437272016,11.029999732971191
2018-01-23,AAPL,41.422569274902344,130756400,41.984106493976,41.371098510710866,0.00022586117864542565,0.0002258356758494049,0.027748907599898454,11.100000381469727
2018-01-24,AAPL,40.76276779174805,204420400,41.4834049089433,40.52411438218777,-0.015928550418384257,-0.01605677320253044,0.011378357307754161,11.470000267028809
2018-01-25,AAPL,40.03510284423828,166116000,40.93355791852135,39.89939813455858,-0.01785121538427703,-0.018012470275790584,-0.006675975583542826,11.579999923706055
2018-01-26,AAPL,40.12868881225586,156572000,40.243336812846245,39.78942883803662,0.002337597792159807,0.0023348698608179367,-0.004353983537167649,11.079999923706055
2018-01-29,AAPL,39.298095703125,202561600,39.81283544569889,39.089859933941504,-0.020698236940081216,-0.02091544793032776,-0.02496210069436333,13.84000015258789
2018-01-30,AAPL,39.066471099853516,184192800,39.160058869410214,38.535351403750624,-0.005894041406516948,-0.005911479824167025,-0.030709014445794103,14.789999961853027
2018-01-31,AAPL,39.17407989501953,129915600,39.41039480264759,38.95648681745555,0.0027545051328277115,0.0027507184356217696,-0.0280390974508814,13.539999961853027
2018-02-01,AAPL,39.255977630615234,188923200,39.452514033583086,39.01732424407224,0.0020906103172091406,0.0020884280324686266,-0.02600710596008826,13.470000267028809
2018-02-02,AAPL,37.552650451660156,346375200,39.026680435753946,37.45906271971327,-0.04339026262402068,-0.044359768636609,-0.06826891342640995,17.309999465942383
2018-02-05,AAPL,36.61442184448242,290954000,38.34348150059493,36.499773833727474,-0.024984351194743848,-0.02530175805641768,-0.09154761011242485,37.31999969482422
2018-02-06,AAPL,38.14460372924805,272975200,38.30604561047682,36.031828610000396,0.04179178060669586,0.040942096690128806,-0.053581767142614756,29.979999542236328
2018-02-07,AAPL,37.32803726196289,206434400,38.231172856032934,37.218073276522176,-0.021407129382734702,-0.021639585441547374,-0.0738418647035719,27.729999542236328
2018-02-08,AAPL,36.30089569091797,217562000,37.66963864747033,36.272820084061365,-0.02751662413527367,-0.02790229786214614,-0.09932661000234966,33.459999084472656
2018-02-09,AAPL,36.74491500854492,282690400,37.0926057952475,35.295416555680326,0.012231635313010747,0.01215743332348351,-0.08830990155976526,29.059999465942383
2018-02-12,AAPL,38.22494888305664,243278000,38.50216084208162,37.00332640992512,0.040278603833143745,0.03948856557871709,-0.051588297266091265,25.610000610351562
2018-02-13,AAPL,38.607872009277344,130196800,38.70419286398582,37.97591830186138,0.01001762297687292,0.009967779192898304,-0.04208746640124894,24.969999313354492
2018-02-14,AAPL,39.319705963134766,162579600,39.359643097700136,38.264886694786455,0.018437534026386482,0.018269623460125624,-0.024425921468719913,19.260000228881836
2018-02-15,AAPL,40.63999938964844,204588800,40.66348992516853,39.70263991420008,0.03357841555965724,0.033026971049182695,0.008332310349433047,19.1299991607666
2018-02-16,AAPL,40.508445739746094,160704400,41.0699245010743,40.35339670210545,-0.003237048520622121,-0.003242299096158247,0.005068289735920883,19.459999084472656
2018-02-20,AAPL,40.37217712402344,135722000,40.938348059316176,40.27115672319348,-0.0033639556698408235,-0.003369626489878157,0.0016872845640865108,20.600000381469727
2018-02-21,AAPL,40.18893051147461,149886400,40.905454403591804,40.17483189193679,-0.004538933136696954,-0.004549265370439876,-0.002859307044429382,20.020000457763672
2018-02-22,AAPL,40.52488708496094,123967600,40.865530346416314,40.33929642572378,0.008359430549922386,0.008324684016887001,0.00547622132683423,18.719999313354492
2018-02-23,AAPL,41.22966766357422,135249600,41.26490526188542,40.76920939900944,0.017391302710744183,0.017241804825408453,0.022962762660384328,16.489999771118164
2018-02-26,AAPL,42.044864654541016,152648800,42.14353351551222,41.39646774614467,0.019772097064149063,0.019579168080194456,0.04318888169671542,15.800000190734863
2018-02-27,AAPL,41.908599853515625,155712400,42.399596100612726,41.85456768273009,-0.003240938034763663,-0.003246201249347743,0.03980797117258206,18.59000015258789
2018-02-28,AAPL,41.84517288208008,151128400,42.43249005630509,41.82872986524554,-0.0015134595681374208,-0.0015146060049394513,0.03823426384958539,19.850000381469727
2018-03-01,AAPL,41.11220169067383,195208000,42.23515182722027,40.5624736826807,-0.017516266296037752,-0.0176714914022748,0.020048276006325416,22.469999313354492
2018-03-02,AAPL,41.396461486816406,153816000,41.417604042820585,40.51313424362813,0.0069142440553617845,0.006890450284264178,0.02710113873488429,19.59000015258789
2018-03-05,AAPL,41.53976821899414,113605600,41.75590049541586,40.9994357355902,0.003461811155607508,0.0034558328805023484,0.030656768914893995,18.729999542236328
2018-03-06,AAPL,41.50453186035156,95154000,41.87571676450101,41.37767292119403,-0.0008482560243672221,-0.000848615997089076,0.029782508101606986,18.360000610351562
2018-03-07,AAPL,41.11924362182617,126814000,41.31188534708122,40.940700517810946,-0.009283040218879046,-0.009326396161974063,0.020222995662201537,17.760000228881836
2018-03-08,AAPL,41.567955017089844,95096400,41.61024012699742,41.128642980010106,0.010912442830672386,0.010853331768334537,0.03135612077690264,16.540000915527344
2018-03-09,AAPL,42.28211975097656,128740800,42.286819290168715,41.673660267073345,0.017180655954643465,0.01703473743125096,0.04907549545468637,14.640000343322754
2018-03-12,AAPL,42.69090270996094,128828400,42.84830325175137,42.33616449649583,0.009667986406356466,0.009621550480484069,0.05921794308398387,15.779999732971191
2018-03-13,AAPL,42.27978515625,126774000,43.109076643598875,42.10828956078416,-0.009630097459031095,-0.009676766708872379,0.04901757106173066,16.350000381469727
2018-03-14,AAPL,41.92033767700195,117473600,42.408985838476994,41.7723326497417,-0.008501639209368417,-0.008537984285749258,0.04009920214827578,17.229999542236328
2018-03-15,AAPL,41.96968078613281,90975200,42.34321720616517,41.83342636615037,0.0011770685033849482,0.0011763763013803229,0.041323470159520426,16.59000015258789
2018-03-16,AAPL,41.821678161621094,157618800,42.080095541605395,41.72770527232746,-0.003526417683896721,-0.0035326501512400015,0.03765132865969312,15.800000190734863
2018-03-19,AAPL,41.18267822265625,133787200,41.692469065666344,40.79739832548874,-0.015279155860159599,-0.015397084942020321,0.0217968922806,19.020000457763672
2018-03-20,AAPL,41.1685791015625,78597600,41.53506438389557,41.098100335414074,-0.00034235561411333215,-0.0003424142311755583,0.021447074378044162,18.200000762939453
2018-03-21,AAPL,40.235923767089844,148219600,41.133342496005184,40.2335722043143,-0.022654542732014282,-0.02291509960333602,-0.001693342016944266,17.860000610351562
2018-03-22,AAPL,39.66739273071289,165963200,40.56715924551111,39.608661029059306,-0.014129936214909766,-0.014230714214424546,-0.015799351417164598,23.34000015258789
2018-03-23,AAPL,38.748836517333984,164115200,39.91877126601318,38.748836517333984,-0.023156455469978576,-0.023428778422057206,-0.03858994990959708,24.8700008392334
2018-03-26,AAPL,40.58831787109375,150164800,40.665844171294374,39.10123029749921,0.04747191190984257,0.04637955804876492,0.007050023297531904,21.030000686645508
2018-03-27,AAPL,39.54758071899414,163690400,41.14743181798112,39.213985058848884,-0.025641297956839004,-0.02597576588531869,-0.018772046407281806,22.5
2018-03-28,AAPL,39.110626220703125,166674000,39.94226938848122,38.80757212089568,-0.011048830050965686,-0.011110321733997454,-0.02961346730778458,22.8700008392334
2018-03-29,AAPL,39.416015625,153594000,40.34867524643881,39.20927890749268,0.0078083486204887365,0.007778021235296286,-0.022036350963896445,19.969999313354492
2018-04-02,AAPL,39.15760803222656,150347200,39.68854503990623,38.638421669404664,-0.006555903448788425,-0.006577487772015446,-0.02844778622340194,23.6200008392334
2018-04-03,AAPL,39.5593376159668,121112000,39.64391143708724,38.73474554856729,0.010259298356774416,0.010207028949703682,-0.018480342193083144,21.100000381469727
2018-04-04,AAPL,40.31580352783203,138422000,40.40977284946621,38.70890446886859,0.01912230986294139,0.01894177634377198,0.0002885808400689971,20.059999465942383
2018-04-05,AAPL,40.59536361694336,107732800,40.931307318434605,40.42621598475072,0.0069342556677143286,0.00691032428407693,0.0072248376011092574,18.940000534057617
2018-04-06,AAPL,39.556983947753906,140021200,40.52018187700721,39.51469525092662,-0.025578774930742676,-0.025911599557199308,-0.01853873982454335,21.489999771118164
2018-04-09,AAPL,39.949310302734375,116070800,40.66348632700051,39.902325651152246,0.009918004757355714,0.009869144149058108,-0.008804602376962789,21.770000457763672
2018-04-10,AAPL,40.70107650756836,113634400,40.87727164396476,40.297002041323346,0.01881800209157869,0.018643133864559673,0.009847714688670628,20.469999313354492
2018-04-11,AAPL,40.51077651977539,89726400,40.85846716765119,40.33692940348831,-0.004675551708259618,-0.0046865162904783314,0.005126119481176028,20.239999771118164
2018-04-12,AAPL,40.91016387939453,91557200,41.11220112545618,40.65174289558331,0.009858792991148446,0.009810512159335049,0.015035449823137315,18.489999771118164
2018-04-13,AAPL,41.04876708984375,100497200,41.30953603414656,40.842033901488705,0.003387989616903786,0.0033822633102150233,0.018474379387927398,17.40999984741211
2018-04-16,AAPL,41.304840087890625,86313600,41.3917618744456,41.07226121814989,0.006238262832265029,0.006218885416535973,0.024827890254477403,16.559999465942383
2018-04-17,AAPL,41.873355865478516,106421600,42.037803915384,41.44343937341934,0.013763902157184704,0.013670039948705155,0.03893352106389414,15.25
2018-04-18,AAPL,41.77939224243164,83018000,42.00962314798059,41.55386446253399,-0.0022439955218478413,-0.0022465170527077626,0.03660215889512908,15.600000381469727
2018-04-19,AAPL,40.59536361694336,139235200,41.20382334637826,40.562473998722545,-0.028340015542058783,-0.02874934594802366,0.0072248376011094795,15.960000038146973
2018-04-20,AAPL,38.93207550048828,261964400,40.22417309688834,38.86394471070118,-0.040972366503471025,-0.041835389606093724,-0.034043547596482315,16.8799991607666
2018-04-23,AAPL,38.81931686401367,146062000,39.21399228063409,38.549148815653716,-0.002896291426158215,-0.002900493794320872,-0.03684123898762082,16.34000015258789
2018-04-24,AAPL,38.27898025512695,134768000,39.075382107078006,37.87490579962444,-0.013919271448788018,-0.01401705293267057,-0.05024770723043048,18.020000457763672
2018-04-25,AAPL,38.44578552246094,113528400,38.86160713670381,38.154478462401514,0.004357620454417566,0.004348153518649944,-0.046109047212827825,17.84000015258789
2018-04-26,AAPL,38.5797004699707,111852000,38.93443884137493,38.38001114694356,0.0034832152780837067,0.003477162934086372,-0.04278643967245377,16.239999771118164
2018-04-27,AAPL,38.13333511352539,142623200,38.605536879463116,37.73630808954247,-0.011569953913788122,-0.01163740661845098,-0.053861356451096576,15.40999984741211
2018-04-30,AAPL,38.82401657104492,169709600,39.29387035128862,38.020567036992176,0.018112275138362,0.017950201966650443,-0.036724633020102204,15.930000305175781
2018-05-01,AAPL,39.72614288330078,214277600,39.74963342405332,38.826372365902685,0.02323629526082227,0.022970442956752372,-0.014341682175480375,15.489999771118164
2018-05-02,AAPL,41.48103332519531,266157600,41.75824527216936,40.83028498306096,0.04417469994632217,0.043226812574489355,0.029199478264014367,15.970000267028809
2018-05-03,AAPL,41.556209564208984,136272800,41.69951508337644,40.980639509575454,0.0018123039130755192,0.001810663671783648,0.031064700505807563,15.899999618530273
2018-05-04,AAPL,43.18660354614258,224805200,43.28527239361948,41.85691670617901,0.03923346231600977,0.038483385928984086,0.07151693857846997,14.770000457763672
2018-05-07,AAPL,43.49906539916992,169805600,44.08873062408348,43.40274451042906,0.007235156909097817,0.007209108727672507,0.0792695317598413,14.75
2018-05-08,AAPL,43.7081413269043,113611200,43.748078461393405,43.149014274658285,0.0048064464331769585,0.004794932349331071,0.08445698295120496,14.710000038146973
2018-05-09,AAPL,44.01590347290039,92844800,44.02529897149268,43.513160057763855,0.007041300239565507,0.007016626042941879,0.09209297016505769,13.420000076293945
2018-05-10,AAPL,44.64548873901367,111957200,44.72301501533817,44.08401381475316,0.014303586123158851,0.014202254958148136,0.10771381601830998,13.229999542236328
2018-05-11,AAPL,44.475704193115234,104848800,44.82237867598851,44.20685496134849,-0.003802949652784715,-0.00381019925155828,0.10350123614629836,12.649999618530273
2018-05-14,AAPL,44.37194061279297,83115200,44.69739103369072,44.303550683014535,-0.0023330396270224707,-0.0023357654043627486,0.10092672403390068,12.930000305175781
2018-05-15,AAPL,43.96866226196289,94780800,44.11723805875026,43.65264721346762,-0.009088589438745576,-0.009130142632636484,0.09092085303701336,14.630000114440918
2018-05-16,AAPL,44.378997802734375,76732400,44.44503427241562,43.864884220345424,0.009332454517873012,0.009289176217684221,0.10110182228058062,13.420000076293945
2018-05-17,AAPL,44.098365783691406,69176000,44.55116421714171,43.949790004496656,-0.0063235321421719615,-0.00634361035980642,0.0941389695155852,13.430000305175781
2018-05-18,AAPL,43.93800354003906,73190800,44.29175270097355,43.895555368017746,-0.003636466812374506,-0.003643094831072084,0.0901601694648162,13.420000076293945
2018-05-21,AAPL,44.24930191040039,73603200,44.636067492860136,44.07950203531832,0.007084945725348124,0.007059965417399551,0.0978838950974108,13.079999923706055
